#Time(UTC),SatelliteLocation(km),DisttoSatellite
#Nominal location is 64.500, 0.00, 357881226
#x,y,z,RangeToGES(m),RangeToKLIA(m)
7/03/2014,00:00:00,18118900,38081800,706700,  39222700,37296000
7/03/2014,16:00:00,18118900,38081800,706700,  39222700,37296000
7/03/2014,16:05:00,18119600,38081500,727900,  39225000,37296400
7/03/2014,16:10:00,18120300,38081200,748700,  39227300,37296700
7/03/2014,16:15:00,18120900,38080900,769200,  39229600,37297100
7/03/2014,16:20:00,18121600,38080600,789400,  39231800,37297400
7/03/2014,16:25:00,18122200,38080300,809100,  39233900,37297800
7/03/2014,16:30:00,18122900,38080000,828500,  39236100,37298100
